"","compound","CAS","method.Clint","conc.enzymes.Clint","Ka","Fa","method.KaFa","method.phys.chem.Fup","Fup","Fut","method.Fup","reference.Fup","original.reference.Fup","ionization","pKa1","pKa2","logP","logD","method.phys.chem","quat.nitrogen","frac.unionized","frac.ionized.acid","frac.ionized.base","type","Kpad","Kpbo","Kpbr","Kpgu","Kphe","Kpki","Kpli","Kplu","Kpmu","Kpsk","Kpsp","method.partition","scaling.factor","Clint","Fuinc","method.Fuinc"
"17","Buspirone","36505-84-7","hep",1,1,1,"default",NA,0.333,0.499624906226557,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","diproticBase",2.06,7.62,1.78,1.35,"ChemAxon","no",0.999987843490136,0,1.21565098637477e-05,5,0.547331505343696,0.918428597488995,0.972293500911328,0.954545652257826,1.24737473207577,0.84302113777567,0.815894824529622,0.646536079187673,0.63017482387803,0.979817915510921,0.669659134272604,"RodgersRowland",117.5,9.885,0.928,"in silico"
"18","Buspirone","36505-84-7","hep",1,1,1,"default",NA,0.214,0.352553542009885,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","diproticBase",2.06,7.62,1.78,1.35,"ChemAxon","no",0.999987843490136,0,1.21565098637477e-05,5,0.379185153375821,0.646234826642725,0.651723718773357,0.701932984654653,0.889557303894732,0.614578811159732,0.572500369433658,0.534240159321481,0.440825819375085,0.78483001904903,0.484684558022338,"RodgersRowland",117.5,9.885,0.928,"in silico"
"19","Caffeine","58-08-2","hep",0.1,1,1,"default",NA,0.594118,0.745387731648473,"in vitro","httk","Wetmore 2015","monoproticBase",-1.16,NA,-0.55,-0.55,"ChemAxon","no",0.999999997245771,0,2.75422862294761e-09,3,0.11543755772531,0.278113359980748,0.497911535410918,0.463681749360452,0.47962051025609,0.462918765099904,0.447638421988347,0.467712863796163,0.450865322039087,0.429268473998267,0.474121978983097,"RodgersRowland",117.5,0.1,0.996,"in silico"
"20","Caffeine","58-08-2","hep",0.1,1,1,"default",NA,0.91,0.952879581151832,"in vitro","literature","https://www.sciencedirect.com/science/article/pii/S1056871910000626?casa_token=QvwtLwyxUeQAAAAA:HFas8YBwovBT9a3R8xpjAP3bEJ2srOE19nEC6KlKwNldgT9xMGHimkHjJ4zBsQyZEjQO3JXnkBE","monoproticBase",-1.16,NA,-0.55,-0.55,"ChemAxon","no",0.999999997245771,0,2.75422862294761e-09,3,0.176813658941404,0.425981298940519,0.762642264868322,0.710213108461152,0.734626225749664,0.709044459108822,0.685639828824331,0.716387494725307,0.690582414462625,0.65750290469751,0.726204223172228,"RodgersRowland",117.5,0.1,0.996,"in silico"
"21","Caffeine","58-08-2","hep",0.1,1,1,"default",NA,1.4,1.16666666666667,"in vitro","literature","JRC database","monoproticBase",-1.16,NA,-0.55,-0.55,"ChemAxon","no",0.999999997245771,0,2.75422862294761e-09,3,0.272021013573469,0.655355844151351,1.1732957919263,1.09263555089011,1.13019419287616,1.09083762891391,1.05483050556322,1.10213460647995,1.06243448355024,1.01154292927197,1.11723726605746,"RodgersRowland",117.5,0.1,0.996,"in silico"
"22","Caffeine","58-08-2","hep",0.25,1,1,"default",NA,0.594118,0.745387731648473,"in vitro","httk","Wetmore 2015","monoproticBase",-1.16,NA,-0.55,-0.55,"ChemAxon","no",0.999999997245771,0,2.75422862294761e-09,3,0.11543755772531,0.278113359980748,0.497911535410918,0.463681749360452,0.47962051025609,0.462918765099904,0.447638421988347,0.467712863796163,0.450865322039087,0.429268473998267,0.474121978983097,"RodgersRowland",117.5,4.695,0.989,"in silico"
"23","Caffeine","58-08-2","hep",0.25,1,1,"default",NA,0.91,0.952879581151832,"in vitro","literature","https://www.sciencedirect.com/science/article/pii/S1056871910000626?casa_token=QvwtLwyxUeQAAAAA:HFas8YBwovBT9a3R8xpjAP3bEJ2srOE19nEC6KlKwNldgT9xMGHimkHjJ4zBsQyZEjQO3JXnkBE","monoproticBase",-1.16,NA,-0.55,-0.55,"ChemAxon","no",0.999999997245771,0,2.75422862294761e-09,3,0.176813658941404,0.425981298940519,0.762642264868322,0.710213108461152,0.734626225749664,0.709044459108822,0.685639828824331,0.716387494725307,0.690582414462625,0.65750290469751,0.726204223172228,"RodgersRowland",117.5,4.695,0.989,"in silico"
"24","Caffeine","58-08-2","hep",0.25,1,1,"default",NA,1.4,1.16666666666667,"in vitro","literature","JRC database","monoproticBase",-1.16,NA,-0.55,-0.55,"ChemAxon","no",0.999999997245771,0,2.75422862294761e-09,3,0.272021013573469,0.655355844151351,1.1732957919263,1.09263555089011,1.13019419287616,1.09083762891391,1.05483050556322,1.10213460647995,1.06243448355024,1.01154292927197,1.11723726605746,"RodgersRowland",117.5,4.695,0.989,"in silico"
"25","Caffeine","58-08-2","hep",1,1,1,"default",NA,0.594118,0.745387731648473,"in vitro","httk","Wetmore 2015","monoproticBase",-1.16,NA,-0.55,-0.55,"ChemAxon","no",0.999999997245771,0,2.75422862294761e-09,3,0.11543755772531,0.278113359980748,0.497911535410918,0.463681749360452,0.47962051025609,0.462918765099904,0.447638421988347,0.467712863796163,0.450865322039087,0.429268473998267,0.474121978983097,"RodgersRowland",117.5,1.3,0.957,"in silico"
"26","Caffeine","58-08-2","hep",1,1,1,"default",NA,0.91,0.952879581151832,"in vitro","literature","https://www.sciencedirect.com/science/article/pii/S1056871910000626?casa_token=QvwtLwyxUeQAAAAA:HFas8YBwovBT9a3R8xpjAP3bEJ2srOE19nEC6KlKwNldgT9xMGHimkHjJ4zBsQyZEjQO3JXnkBE","monoproticBase",-1.16,NA,-0.55,-0.55,"ChemAxon","no",0.999999997245771,0,2.75422862294761e-09,3,0.176813658941404,0.425981298940519,0.762642264868322,0.710213108461152,0.734626225749664,0.709044459108822,0.685639828824331,0.716387494725307,0.690582414462625,0.65750290469751,0.726204223172228,"RodgersRowland",117.5,1.3,0.957,"in silico"
"27","Caffeine","58-08-2","hep",1,1,1,"default",NA,1.4,1.16666666666667,"in vitro","literature","JRC database","monoproticBase",-1.16,NA,-0.55,-0.55,"ChemAxon","no",0.999999997245771,0,2.75422862294761e-09,3,0.272021013573469,0.655355844151351,1.1732957919263,1.09263555089011,1.13019419287616,1.09083762891391,1.05483050556322,1.10213460647995,1.06243448355024,1.01154292927197,1.11723726605746,"RodgersRowland",117.5,1.3,0.957,"in silico"
"28","Caffeine","58-08-2","hep",1.5,1,1,"default",NA,0.594118,0.745387731648473,"in vitro","httk","Wetmore 2015","monoproticBase",-1.16,NA,-0.55,-0.55,"ChemAxon","no",0.999999997245771,0,2.75422862294761e-09,3,0.11543755772531,0.278113359980748,0.497911535410918,0.463681749360452,0.47962051025609,0.462918765099904,0.447638421988347,0.467712863796163,0.450865322039087,0.429268473998267,0.474121978983097,"RodgersRowland",117.5,0.13,0.937,"in silico"
"29","Caffeine","58-08-2","hep",1.5,1,1,"default",NA,0.91,0.952879581151832,"in vitro","literature","https://www.sciencedirect.com/science/article/pii/S1056871910000626?casa_token=QvwtLwyxUeQAAAAA:HFas8YBwovBT9a3R8xpjAP3bEJ2srOE19nEC6KlKwNldgT9xMGHimkHjJ4zBsQyZEjQO3JXnkBE","monoproticBase",-1.16,NA,-0.55,-0.55,"ChemAxon","no",0.999999997245771,0,2.75422862294761e-09,3,0.176813658941404,0.425981298940519,0.762642264868322,0.710213108461152,0.734626225749664,0.709044459108822,0.685639828824331,0.716387494725307,0.690582414462625,0.65750290469751,0.726204223172228,"RodgersRowland",117.5,0.13,0.937,"in silico"
"30","Caffeine","58-08-2","hep",1.5,1,1,"default",NA,1.4,1.16666666666667,"in vitro","literature","JRC database","monoproticBase",-1.16,NA,-0.55,-0.55,"ChemAxon","no",0.999999997245771,0,2.75422862294761e-09,3,0.272021013573469,0.655355844151351,1.1732957919263,1.09263555089011,1.13019419287616,1.09083762891391,1.05483050556322,1.10213460647995,1.06243448355024,1.01154292927197,1.11723726605746,"RodgersRowland",117.5,0.13,0.937,"in silico"
"31","Chlorpromazine","50-53-3","hep",0.1,1,1,"default",NA,0.05,0.0952380952380953,"in vitro","httk","Obach 1999","monoproticBase",9.2,NA,4.54,2.74,"ChemAxon","no",0.0156016622418296,0,0.98439833775817,3,22.8494253667041,4.39990145952759,60.8262172757237,11.7167288125666,11.5719340716883,12.4888405299675,8.71121698540948,4.28913847040442,6.06163572883812,41.813131136018,6.1249316252259,"RodgersRowland",117.5,29.45,0.777,"in silico"
"32","Chlorpromazine","50-53-3","hep",0.1,1,1,"default",NA,0.029,0.0563654033041788,"in vitro","literature","https://www-sciencedirect-com.ezproxy.library.wur.nl/science/article/pii/S0022354920305104","monoproticBase",9.2,NA,4.54,2.74,"ChemAxon","no",0.0156016622418296,0,0.98439833775817,3,22.592821827747,3.66718524832404,63.4669577253652,11.674888219155,11.0193455385241,12.6385126260792,8.64916259733618,4.43937451598113,6.16444942699645,43.5174285499516,6.21510157692384,"RodgersRowland",117.5,29.45,0.777,"in silico"
"33","Chlorpromazine","50-53-3","hep",0.25,1,1,"default",NA,0.05,0.0952380952380953,"in vitro","httk","Obach 1999","monoproticBase",9.2,NA,4.54,2.74,"ChemAxon","no",0.0156016622418296,0,0.98439833775817,3,22.8494253667041,4.39990145952759,60.8262172757237,11.7167288125666,11.5719340716883,12.4888405299675,8.71121698540948,4.28913847040442,6.06163572883812,41.813131136018,6.1249316252259,"RodgersRowland",117.5,167.35,0.582,"in silico"
"34","Chlorpromazine","50-53-3","hep",0.25,1,1,"default",NA,0.029,0.0563654033041788,"in vitro","literature","https://www-sciencedirect-com.ezproxy.library.wur.nl/science/article/pii/S0022354920305104","monoproticBase",9.2,NA,4.54,2.74,"ChemAxon","no",0.0156016622418296,0,0.98439833775817,3,22.592821827747,3.66718524832404,63.4669577253652,11.674888219155,11.0193455385241,12.6385126260792,8.64916259733618,4.43937451598113,6.16444942699645,43.5174285499516,6.21510157692384,"RodgersRowland",117.5,167.35,0.582,"in silico"
"35","Chlorpromazine","50-53-3","hep",1,1,1,"default",NA,0.05,0.0952380952380953,"in vitro","httk","Obach 1999","monoproticBase",9.2,NA,4.54,2.74,"ChemAxon","no",0.0156016622418296,0,0.98439833775817,3,22.8494253667041,4.39990145952759,60.8262172757237,11.7167288125666,11.5719340716883,12.4888405299675,8.71121698540948,4.28913847040442,6.06163572883812,41.813131136018,6.1249316252259,"RodgersRowland",117.5,17.5,0.258,"in silico"
"36","Chlorpromazine","50-53-3","hep",1,1,1,"default",NA,0.029,0.0563654033041788,"in vitro","literature","https://www-sciencedirect-com.ezproxy.library.wur.nl/science/article/pii/S0022354920305104","monoproticBase",9.2,NA,4.54,2.74,"ChemAxon","no",0.0156016622418296,0,0.98439833775817,3,22.592821827747,3.66718524832404,63.4669577253652,11.674888219155,11.0193455385241,12.6385126260792,8.64916259733618,4.43937451598113,6.16444942699645,43.5174285499516,6.21510157692384,"RodgersRowland",117.5,17.5,0.258,"in silico"
"37","Clozapine","5786-21-0","hep",0.1,1,1,"default",NA,0.05,0.0952380952380953,"in vitro","httk","Obach 1999","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,23.2812194732797,7.05158687382986,56.4932319722022,12.5961177041661,14.1215868444505,12.7944941821556,9.42205031263425,3.98988399814045,6.0248933630355,39.2098223061429,6.13920536925815,"RodgersRowland",117.5,4.7,0.957,"in silico"
"38","Clozapine","5786-21-0","hep",0.1,1,1,"default",NA,0.042,0.0806142034548944,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,23.114378683591,6.34818722190199,58.1925059719409,12.439476205996,13.5031324817939,12.8026075371539,9.28467721204159,4.09499749223657,6.06993926367648,40.2756078693718,6.17127202700206,"RodgersRowland",117.5,4.7,0.957,"in silico"
"39","Clozapine","5786-21-0","hep",0.1,1,1,"default",NA,0.101,0.18346957311535,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,24.3448295075448,11.53575965487,45.6603602238683,13.5947072550004,18.0642334063865,12.7427715440411,10.2978038289124,3.31978547327772,5.73772574644929,32.4154393405586,5.93478042614072,"RodgersRowland",117.5,4.7,0.957,"in silico"
"40","Clozapine","5786-21-0","hep",0.1,1,1,"default",NA,0.092,0.168498168498168,"in vitro","literature","","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,24.1571336191451,10.7444350464512,47.5720434735743,13.4184855695591,17.3684722483978,12.7518990684143,10.1432590907457,3.43803815413585,5.78840238467039,33.6144480991911,5.97085541610262,"RodgersRowland",117.5,4.7,0.957,"in silico"
"41","Clozapine","5786-21-0","hep",0.1,1,1,"default",NA,0.1301,0.230245111052119,"in vitro","literature","","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,24.9517128800373,14.0943758887577,39.4792510498189,14.1644907045942,20.31386115055,12.7132592152347,10.7974984823182,2.9374351385031,5.57387128286775,28.5386443543135,5.81813795859724,"RodgersRowland",117.5,4.7,0.957,"in silico"
"42","Clozapine","5786-21-0","hep",0.3,1,1,"default",NA,0.05,0.0952380952380953,"in vitro","httk","Obach 1999","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,23.2812194732797,7.05158687382986,56.4932319722022,12.5961177041661,14.1215868444505,12.7944941821556,9.42205031263425,3.98988399814045,6.0248933630355,39.2098223061429,6.13920536925815,"RodgersRowland",117.5,16.5,0.881,"in silico"
"43","Clozapine","5786-21-0","hep",0.3,1,1,"default",NA,0.042,0.0806142034548944,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,23.114378683591,6.34818722190199,58.1925059719409,12.439476205996,13.5031324817939,12.8026075371539,9.28467721204159,4.09499749223657,6.06993926367648,40.2756078693718,6.17127202700206,"RodgersRowland",117.5,16.5,0.881,"in silico"
"44","Clozapine","5786-21-0","hep",0.3,1,1,"default",NA,0.101,0.18346957311535,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,24.3448295075448,11.53575965487,45.6603602238683,13.5947072550004,18.0642334063865,12.7427715440411,10.2978038289124,3.31978547327772,5.73772574644929,32.4154393405586,5.93478042614072,"RodgersRowland",117.5,16.5,0.881,"in silico"
"45","Clozapine","5786-21-0","hep",0.3,1,1,"default",NA,0.092,0.168498168498168,"in vitro","literature","","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,24.1571336191451,10.7444350464512,47.5720434735743,13.4184855695591,17.3684722483978,12.7518990684143,10.1432590907457,3.43803815413585,5.78840238467039,33.6144480991911,5.97085541610262,"RodgersRowland",117.5,16.5,0.881,"in silico"
"46","Clozapine","5786-21-0","hep",0.3,1,1,"default",NA,0.1301,0.230245111052119,"in vitro","literature","","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,24.9517128800373,14.0943758887577,39.4792510498189,14.1644907045942,20.31386115055,12.7132592152347,10.7974984823182,2.9374351385031,5.57387128286775,28.5386443543135,5.81813795859724,"RodgersRowland",117.5,16.5,0.881,"in silico"
"47","Clozapine","5786-21-0","hep",0.5,1,1,"default",NA,0.05,0.0952380952380953,"in vitro","httk","Obach 1999","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,23.2812194732797,7.05158687382986,56.4932319722022,12.5961177041661,14.1215868444505,12.7944941821556,9.42205031263425,3.98988399814045,6.0248933630355,39.2098223061429,6.13920536925815,"RodgersRowland",117.5,8.2,0.816,"in silico"
"48","Clozapine","5786-21-0","hep",0.5,1,1,"default",NA,0.042,0.0806142034548944,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,23.114378683591,6.34818722190199,58.1925059719409,12.439476205996,13.5031324817939,12.8026075371539,9.28467721204159,4.09499749223657,6.06993926367648,40.2756078693718,6.17127202700206,"RodgersRowland",117.5,8.2,0.816,"in silico"
"49","Clozapine","5786-21-0","hep",0.5,1,1,"default",NA,0.101,0.18346957311535,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,24.3448295075448,11.53575965487,45.6603602238683,13.5947072550004,18.0642334063865,12.7427715440411,10.2978038289124,3.31978547327772,5.73772574644929,32.4154393405586,5.93478042614072,"RodgersRowland",117.5,8.2,0.816,"in silico"
"50","Clozapine","5786-21-0","hep",0.5,1,1,"default",NA,0.092,0.168498168498168,"in vitro","literature","","zwitterionic",15.9,7.35,3.4,3.12,"ChemAxon","no",0.528750563008168,3.16227755092768e-09,0.471249436107731,6,24.1571336191451,10.7444350464512,47.5720434735743,13.4184855695591,17.3684722483978,12.7518990684143,10.1432590907457,3.43803815413585,5.78840238467039,33.6144480991911,5.97085541610262,"RodgersRowland",117.5,8.2,0.816,"in silico"
